Iteration,step,f(step),f'(step)
0,0.0,-1,1.25033940266092
1,0.799782841260416,0.139293693885934,0.963619693487617
2,0.655230280922229,-0.0245987724921893,1.28814724056791
3,0.674326523740981,-0.000352663445249091,1.25090318495934
4,0.674608450791363,-7.94454855235216e-8,1.25033952973917
