X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9
32.78940886687701,50.55418719195436,68.13423645308742,30.603448275688145,51.29310344803973,71.98275862052579,38.331280788034,52.03201970425957,68.50369458116272
