X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9
0.07142857142857144,0.09821428571428573,0.07142857142857144,0.18750000000000003,0.25000000000000006,0.18750000000000003,0.4285714285714286,0.5267857142857144,0.4285714285714286
